1	other	3.4.0-plain	0	3.123591	2.487808	0.433682
1	flights	3.4.0-plain	10	4.449515	0.129298	0
1	other	3.4.0-apoc	0	2.386370	1.588973	0.777318
1	flights	3.4.0-apoc	10	2.411096	0.278677	0
1	other	3.5.0-maps	0	1.511708	1.547965	0.418926
1	flights	3.5.0-maps	10	2.516862	0.115681	0
1	other	3.4.0-plain	0	1.402658	1.086567	0.430482
1	flights	3.4.0-plain	50	3.343646	0.137537	0
1	other	3.4.0-apoc	0	1.374528	1.670862	0.691604
1	flights	3.4.0-apoc	50	3.497069	0.326569	0
1	other	3.5.0-maps	0	1.118486	1.844195	0.396264
1	flights	3.5.0-maps	50	2.737268	0.159898	0
1	other	3.4.0-plain	0	1.305587	1.193033	0.504171
1	flights	3.4.0-plain	100	3.253348	0.175196	0
1	other	3.4.0-apoc	0	1.452250	2.121384	0.691344
1	flights	3.4.0-apoc	100	4.522434	0.371948	0
1	other	3.5.0-maps	0	1.422529	1.902710	0.494320
1	flights	3.5.0-maps	100	3.329349	0.191069	0
1	other	3.4.0-plain	0	1.361710	1.498489	0.463449
1	flights	3.4.0-plain	500	4.292497	0.222995	0
1	other	3.4.0-apoc	0	1.222724	1.716933	0.701529
1	flights	3.4.0-apoc	500	4.225835	0.453722	0
1	other	3.5.0-maps	0	1.350051	1.538256	0.393235
1	flights	3.5.0-maps	500	4.364991	0.290288	0
1	other	3.4.0-plain	0	1.331111	1.010859	0.486758
1	flights	3.4.0-plain	1000	4.967929	0.312002	0
1	other	3.4.0-apoc	0	1.823561	1.773651	0.554314
1	flights	3.4.0-apoc	1000	5.045428	0.615021	0
1	other	3.5.0-maps	0	1.397533	1.955747	0.468315
1	flights	3.5.0-maps	1000	4.816504	0.498880	0
1	other	3.4.0-plain	0	1.293978	1.149527	0.427654
1	flights	3.4.0-plain	5000	7.551150	1.106277	0
1	other	3.4.0-apoc	0	2.002872	1.881391	0.714260
1	flights	3.4.0-apoc	5000	8.777080	1.602359	0
1	other	3.5.0-maps	0	1.316846	1.852450	0.372088
1	flights	3.5.0-maps	5000	8.774297	1.351051	0
1	other	3.4.0-plain	0	1.215485	1.211453	0.400519
1	flights	3.4.0-plain	10000	11.288049	1.800495	0
1	other	3.4.0-apoc	0	1.341874	1.798576	0.681898
1	flights	3.4.0-apoc	10000	12.779747	2.818986	0
1	other	3.5.0-maps	0	1.281562	1.895902	0.432837
1	flights	3.5.0-maps	10000	12.583799	1.930759	0
1	other	3.4.0-plain	0	1.550015	1.295985	0.414199
1	flights	3.4.0-plain	50000	34.628844	8.535380	0
1	other	3.4.0-apoc	0	1.187440	2.446559	0.731980
1	flights	3.4.0-apoc	50000	38.554392	13.505205	0
1	other	3.5.0-maps	0	1.449727	1.912083	0.364734
1	flights	3.5.0-maps	50000	40.469913	10.532437	0
1	other	3.4.0-plain	0	1.671798	1.136934	0.448451
1	flights	3.4.0-plain	100000	58.921975	15.810071	0
1	other	3.4.0-apoc	0	1.337719	1.764684	0.739359
1	flights	3.4.0-apoc	100000	72.892890	26.554631	0
1	other	3.5.0-maps	0	1.162839	2.242548	0.421664
1	flights	3.5.0-maps	100000	72.621781	19.847526	0
1	other	3.4.0-plain	0	1.361656	1.093862	0.434495
1	flights	3.4.0-plain	200000	111.348686	30.660463	0
1	other	3.4.0-apoc	0	4.335823	1.454319	0.507797
1	flights	3.4.0-apoc	200000	134.268636	50.284039	0
1	other	3.5.0-maps	0	1.366577	1.936123	0.467650
1	flights	3.5.0-maps	200000	138.234291	38.926086	0
1	other	3.4.0-plain	0	1.168175	1.560056	0.433339
1	flights	3.4.0-plain	500000	263.511358	76.905599	0
1	other	3.4.0-apoc	0	1.342589	1.806648	0.688197
1	flights	3.4.0-apoc	500000	320.469239	127.495676	0
1	other	3.5.0-maps	0	1.206210	1.882048	0.420225
1	flights	3.5.0-maps	500000	331.549536	97.672072	0
