1	other	3.4.0-plain	0	2.603518	1.306646	0.410954
1	flights	3.4.0-plain	10000	10.735476	2.078494	0
1	other	3.4.0-apoc	0	3.614807	1.620893	0.698098
1	flights	3.4.0-apoc	10000	13.036648	2.878077	0
1	other	3.5.0-maps	0	2.465843	1.774539	0.270878
1	flights	3.5.0-maps	10000	13.570133	2.205423	0
1	other	3.4.0-plain	0	1.720913	1.154035	0.435127
1	flights	3.4.0-plain	50000	33.614224	8.167400	0
1	other	3.4.0-apoc	0	3.952698	1.960352	0.792614
1	flights	3.4.0-apoc	50000	40.913853	13.056346	0
1	other	3.5.0-maps	0	1.425898	1.827436	0.398855
1	flights	3.5.0-maps	50000	40.857120	10.137205	0
1	other	3.4.0-plain	0	1.467533	1.067794	0.466709
1	flights	3.4.0-plain	100000	59.885712	16.402535	0
1	other	3.4.0-apoc	0	4.675673	1.373745	0.659297
1	flights	3.4.0-apoc	100000	72.275543	26.096468	0
1	other	3.5.0-maps	0	1.497838	2.502895	0.499218
1	flights	3.5.0-maps	100000	72.634760	20.057660	0
1	other	3.4.0-plain	0	1.354903	1.021564	0.357308
1	flights	3.4.0-plain	200000	113.479520	34.899018	0
1	other	3.4.0-apoc	0	1.384792	2.395864	0.706898
1	flights	3.4.0-apoc	200000	143.429917	51.556878	0
1	other	3.5.0-maps	0	1.411257	1.861045	0.490862
1	flights	3.5.0-maps	200000	145.773980	39.551846	0
1	other	3.4.0-plain	0	1.591579	1.275162	0.440719
1	flights	3.4.0-plain	500000	275.403975	78.399532	0
1	other	3.4.0-apoc	0	1.381144	1.766763	0.791662
1	flights	3.4.0-apoc	500000	340.559083	128.616536	0
1	other	3.5.0-maps	0	1.541083	2.049375	0.507027
1	flights	3.5.0-maps	500000	348.521013	97.006588	0
1	other	3.4.0-plain	0	1.449038	1.074892	0.386635
1	flights	3.4.0-plain	1000000	560.352226	154.318658	0
1	other	3.4.0-apoc	0	2.079914	1.573340	0.721917
1	flights	3.4.0-apoc	1000000	702.827190	251.773324	0
1	other	3.5.0-maps	0	3.136654	1.955104	0.411597
1	flights	3.5.0-maps	1000000	738.327315	198.490651	0
2	other	3.4.0-plain	0	3.672458	1.387187	0.459611
2	flights	3.4.0-plain	10000	10.024584	2.000219	0
2	other	3.4.0-apoc	0	2.601573	1.987420	0.553108
2	flights	3.4.0-apoc	10000	12.543684	3.782042	0
2	other	3.5.0-maps	0	1.443560	1.976751	0.288114
2	flights	3.5.0-maps	10000	13.076172	1.909850	0
2	other	3.4.0-plain	0	1.410085	1.117812	0.444565
2	flights	3.4.0-plain	50000	32.971657	7.941682	0
2	other	3.4.0-apoc	0	1.274723	1.495389	0.672747
2	flights	3.4.0-apoc	50000	39.820723	12.316665	0
2	other	3.5.0-maps	0	1.241688	1.762756	0.483033
2	flights	3.5.0-maps	50000	41.419563	10.253437	0
2	other	3.4.0-plain	0	2.177912	1.298407	0.496390
2	flights	3.4.0-plain	100000	60.174251	16.800736	0
2	other	3.4.0-apoc	0	1.764174	2.194448	0.702264
2	flights	3.4.0-apoc	100000	73.129550	25.859276	0
2	other	3.5.0-maps	0	1.190437	1.803562	0.390464
2	flights	3.5.0-maps	100000	76.177119	19.573343	0
2	other	3.4.0-plain	0	1.475048	1.043447	0.359212
2	flights	3.4.0-plain	200000	114.307420	31.624590	0
2	other	3.4.0-apoc	0	1.238157	1.718625	0.735138
2	flights	3.4.0-apoc	200000	139.221861	53.035078	0
2	other	3.5.0-maps	0	1.337268	1.877910	0.460565
2	flights	3.5.0-maps	200000	149.474393	38.468967	0
2	other	3.4.0-plain	0	1.228474	1.171700	0.510119
2	flights	3.4.0-plain	500000	281.761322	79.546893	0
2	other	3.4.0-apoc	0	5.358343	1.353267	0.752689
2	flights	3.4.0-apoc	500000	347.299919	124.568562	0
2	other	3.5.0-maps	0	1.237307	1.991507	0.381568
2	flights	3.5.0-maps	500000	368.332302	93.147743	0
2	other	3.4.0-plain	0	1.446817	1.068187	0.487988
2	flights	3.4.0-plain	1000000	565.330821	158.053700	0
2	other	3.4.0-apoc	0	1.419347	1.934363	0.853110
2	flights	3.4.0-apoc	1000000	709.496774	297.794664	0
2	other	3.5.0-maps	0	1.274455	1.631441	0.372808
2	flights	3.5.0-maps	1000000	650.855742	167.162131	0
3	other	3.4.0-plain	0	1.423310	1.779071	0.365004
3	flights	3.4.0-plain	10000	10.201676	1.886562	0
3	other	3.4.0-apoc	0	4.360602	1.688060	0.498171
3	flights	3.4.0-apoc	10000	10.913653	2.429248	0
3	other	3.5.0-maps	0	1.205752	1.366866	0.264517
3	flights	3.5.0-maps	10000	11.040107	1.812119	0
3	other	3.4.0-plain	0	1.283549	1.193811	0.338143
3	flights	3.4.0-plain	50000	28.741628	8.138732	0
3	other	3.4.0-apoc	0	2.968958	1.343166	0.528346
3	flights	3.4.0-apoc	50000	35.088959	11.784189	0
3	other	3.5.0-maps	0	1.050674	1.560553	0.270807
3	flights	3.5.0-maps	50000	37.019888	8.698361	0
3	other	3.4.0-plain	0	1.181397	1.116126	0.408122
3	flights	3.4.0-plain	100000	53.359973	15.344118	0
3	other	3.4.0-apoc	0	2.551885	1.635143	0.499717
3	flights	3.4.0-apoc	100000	67.696048	21.298385	0
3	other	3.5.0-maps	0	1.149266	1.534457	0.258723
3	flights	3.5.0-maps	100000	67.574692	16.592153	0
3	other	3.4.0-plain	0	1.447401	1.008650	0.345063
3	flights	3.4.0-plain	200000	103.536755	29.607655	0
3	other	3.4.0-apoc	0	3.607175	1.994385	0.569703
3	flights	3.4.0-apoc	200000	126.170086	45.254672	0
3	other	3.5.0-maps	0	1.451258	1.434874	0.311740
3	flights	3.5.0-maps	200000	131.478821	33.103383	0
3	other	3.4.0-plain	0	1.176636	0.972721	0.344634
3	flights	3.4.0-plain	500000	251.201281	73.548790	0
3	other	3.4.0-apoc	0	2.994428	1.585929	0.492062
3	flights	3.4.0-apoc	500000	312.094432	106.677211	0
3	other	3.5.0-maps	0	1.062580	1.491146	0.267769
3	flights	3.5.0-maps	500000	309.899021	82.596462	0
3	other	3.4.0-plain	0	1.420055	1.160254	0.349894
3	flights	3.4.0-plain	1000000	498.338140	146.658540	0
3	other	3.4.0-apoc	0	2.816779	1.581888	0.491977
3	flights	3.4.0-apoc	1000000	627.442891	232.351557	0
3	other	3.5.0-maps	0	1.122937	1.555826	0.275603
3	flights	3.5.0-maps	1000000	677.453189	173.635770	0
